"province.name","year","province.code","indec.prov.code","fips.code","iso.code","region","date","election.type","round","party.label","party.acro","party.num","incumbent_party","pres_last.name","pres_first.name","vice.pres_last.name","vice.pres_first.name","votes","electors","votes.pct","electors.pct","party.votes","total.votes","turnout","registered.voters"
"LA PAMPA",2011,111,42,"AR11","AR-L","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",23969,,13.31411,,180027,206978,82.72304,250206
"LA PAMPA",2011,111,42,"AR11","AR-L","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",25503,,,,180027,206978,82.72304,250206
"LA PAMPA",2011,111,42,"AR11","AR-L","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1448,,,,180027,206978,82.72304,250206
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",1379,,0.90712,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",77953,,51.27846,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",3089,,2.03198,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",31686,,20.84345,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",9129,,6.00517,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",2269,,1.49258,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",26514,,17.44124,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",25205,,,,152019,179140,77.24049,231925
"LA RIOJA",2011,112,46,"AR12","AR-F","NOA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1916,,,,152019,179140,77.24049,231925
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",18342,,2.08512,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",449680,,51.11969,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",14563,,1.65552,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",179067,,20.35636,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",107710,,12.24449,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",13363,,1.51911,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",96936,,11.0197,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",76387,,,,879661,1000538,81.25299,1231386
"MENDOZA",2011,113,50,"AR13","AR-M","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",44490,,,,879661,1000538,81.25299,1231386
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",7105,,1.29968,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",366727,,67.08368,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",44177,,8.08109,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",16917,,3.09455,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",31156,,5.69922,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",5512,,1.00828,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",75077,,13.73349,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",9893,,,,546671,559593,77.47494,722289
"MISIONES",2011,114,54,"AR14","AR-N","NEA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",3029,,,,546671,559593,77.47494,722289
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",6240,,1.97634,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",193014,,61.13165,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",11408,,3.61316,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",20240,,6.41044,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",45273,,14.33892,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",10224,,3.23816,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",29336,,9.29134,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",14736,,,,315735,335478,82.45985,406838
"NEUQUEN",2011,115,58,"AR15","AR-Q","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",5007,,,,315735,335478,82.45985,406838
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",5446,,1.64168,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",225805,,68.06809,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",9791,,2.95146,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",13261,,3.99748,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",39876,,12.02047,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",6765,,2.03928,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",30790,,9.28153,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",8729,,,,331734,344941,78.55869,439087
"RIO NEGRO",2011,116,62,"AR16","AR-R","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",4478,,,,331734,344941,78.55869,439087
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",9227,,1.50574,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",395548,,64.5487,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",25479,,4.15787,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",19970,,3.25887,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",50916,,8.30888,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",22267,,3.63371,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",89383,,14.58624,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",8257,,,,612790,627030,76.54586,819156
"SALTA",2011,117,66,"AR17","AR-A","NOA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",5983,,,,612790,627030,76.54586,819156
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",3,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",24225,,7.13333,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",3028,,0.89163,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",3624,,1.06713,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",153,0,"BINNER","HERMES","MORANDINI","NORMA",21140,,6.22492,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",501,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",222118,,65.40519,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",502,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",7500,,2.20846,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",503,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",57968,,17.06934,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",27054,,,,339603,369865,78.98255,468287
"SAN JUAN",2011,118,70,"AR18","AR-J","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",3208,,,,339603,369865,78.98255,468287
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",2087,,0.88877,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",73812,,31.43344,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",2294,,0.97692,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",120924,,51.49647,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",12005,,5.11243,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",2349,,1.00034,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",21349,,9.09164,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",14596,,,,234820,252161,80.83871,311931
"SAN LUIS",2011,119,74,"AR19","AR-D","CUYO",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",2745,,,,234820,252161,80.83871,311931
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",2070,,1.4412,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",2161,,1.50456,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",1831,,1.2748,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",10543,,7.34039,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",2457,,1.71065,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",17028,,11.85546,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",501,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",107540,,74.87294,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",7912,,,,143630,152991,76.57131,199802
"SANTA CRUZ",2011,120,78,"AR20","AR-Z","PATAGONIA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1449,,,,143630,152991,76.57131,199802
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",30218,,1.67103,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",758721,,41.95658,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",91233,,5.0451,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",86760,,4.79775,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",707088,,39.10132,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",31107,,1.72019,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",103221,,5.70803,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",26526,,,,1808348,1854207,75.98325,2440284
"SANTA FE",2011,121,82,"AR21","AR-S","CENTRO",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",19333,,,,1808348,1854207,75.98325,2440284
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COALICION CIVICA - AFIRMACION PARA UNA REPUBLICA IGUALITARIA","CC-ARI",47,0,"CARRIO","ELISA MARIA AVELINA","PEREZ","ADRIAN",2705,,0.65621,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",131,1,"FERNANDEZ DE KIRCHNER","CRISTINA","BOUDOU","AMADO",338482,,82.11258,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE POPULAR","",132,0,"DUHALDE","EDUARDO ALBERTO","DAS NEVES","MARIO",13665,,3.315,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","COMPROMISO FEDERAL","CF",133,0,"RODRIGUEZ SAA","ALBERTO","VERNET","JOSE MARIA",6830,,1.65689,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE AMPLIO PROGRESISTA","",134,0,"BINNER","HERMES","MORANDINI","NORMA",16942,,4.10997,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","FIT",135,0,"ALTAMIRA","JORGE","CASTILLO","CHRISTIAN",4396,,1.06643,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","UNION PARA EL DESARROLLO SOCIAL","UCR",137,0,"ALFONSIN","RICARDO LUIS","GONZALEZ FRAGA","JAVIER",29197,,7.08292,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",5234,,,,412217,419531,69.76393,601358
"SANTIAGO DEL ESTERO",2011,122,86,"AR22","AR-G","NOA",2011-10-23,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",2080,,,,412217,419531,69.76393,601358
