"province.name","year","province.code","indec.prov.code","fips.code","iso.code","region","date","election.type","round","party.label","party.acro","party.num","incumbent_party","pres_last.name","pres_first.name","vice.pres_last.name","vice.pres_first.name","votes","electors","votes.pct","electors.pct","party.votes","total.votes","turnout","registered.voters"
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","BLANCO DE LOS JUBILADOS","",,0,"CORZO GOMEZ","JOSE MARIA","HOUSSAY","FEDERICO A.",815,0,0.14806,0,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","UNIDAD SOCIALISTA","PS",,0,"ESTEVEZ BOERO","GUILLERMO","BRAVO","ALFREDO",2952,0,0.53629,0,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","FRENTE JUSTICIALISTA POPULAR","PJ",,0,"MENEM","CARLOS SAUL","DUHALDE","EDUARDO ALBERTO",228388,10,41.49092,45.4545454545455,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","ACCION PROVINCIANA","",,0,"NDA","NDA","NDA","NDA",838,0,0.15224,0,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","DEFENSA PROVINCIAL BANDERA BLANCA","",,0,"NDA","NDA","NDA","NDA",651,0,0.11827,0,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO NACIONALISTA","",,0,"NDA","NDA","NDA","NDA",245,0,0.04451,0,550453,555017,80.85017,686476
"TUCUMAN",1989,123,90,"AR24","AR-T","NOA",1989-05-14,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,0,"VICENTE","NESTOR","ZAMORA","LUIS",5393,0,0.97974,0,550453,555017,80.85017,686476
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",676,,,,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",468,,,,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","ALIANZA DE CENTRO","UCEDE",,0,"ALSOGARAY","ALVARO CARLOS","NATALE","ALBERTO ADOLFO",2404,0,8.36727,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"ALTAMIRA","JORGE","FLORES","GREGORIO",239,0,0.83185,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","FRENTE HUMANISTA - VERDE","PH",,0,"AMMANN","LUIS ALBERTO","MENDEZ","LIA",132,0,0.45943,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","FEDERAL","",,1,"ANGELOZ","EDUARDO CESAR","GUZMAN","MARIA CRISTINA",595,0,2.07093,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,1,"ANGELOZ","EDUARDO CESAR","CASELLA","JUAN MANUEL",10609,2,36.92527,50,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","SOCIALISTA POPULAR","PSP",,0,"ESTEVEZ BOERO","GUILLERMO","BRAVO","ALFREDO",251,0,0.87362,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","FRENTE JUSTICIALISTA POPULAR","PJ",,0,"MENEM","CARLOS SAUL","DUHALDE","EDUARDO ALBERTO",12263,2,42.68212,50,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","DE LA LIBERACION","",,0,"NDA","NDA","NDA","NDA",43,0,0.14966,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO POPULAR FUEGUINO","MOPOFU",,0,"NDA","NDA","NDA","NDA",472,0,1.64282,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,0,"NDA","NDA","NDA","NDA",216,0,0.7518,0,28731,29875,70.26436,42518
"TIERRA DEL FUEGO",1989,124,94,"AR23","AR-V","PATAGONIA",1989-05-14,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,0,"VICENTE","NESTOR","ZAMORA","LUIS",1507,0,5.24521,0,28731,29875,70.26436,42518
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",31588,,,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",15934,,,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE UNIDAD TRABAJADORA - OBRERO","FUT-PO",,0,"ALTAMIRA","JORGE","MOLLE","NORMA",3642,,0.18033,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE DEL PAIS SOLIDARIO","FREPASO",,0,"BORDON","JOSE OCTAVIO","ALVAREZ","CARLOS",899230,,44.52555,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO - PARTIDO DE LOS TRABAJADORES SOCIALISTAS","MAS-PTS",,0,"CHRISTIANSEN","ALCIDES","MONTES","JOSE",2549,,0.12621,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",215382,,10.66468,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,0,"MAZZITELLI","MARIO","FONSECA","ALBERTO",7018,,0.3475,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,0,"MENDEZ","LIA","AMBROSIO","LILIANA",5172,,0.25609,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FEDERAL DE CAPITAL FEDERAL","",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",48287,,2.39094,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",518439,,25.67061,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","RECUPERACION ETICA","",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",103014,,5.10076,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",172625,,8.54756,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,0,"RICO","ALDO","FERNANDEZ PEZZANO","JULIO",24997,,1.23773,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO DEMOCRATICO ANTIIMPERIALISTA","",,0,"SANTUCHO","AMILCAR","ANTOGNAZZI","IRMA",798,,0.03951,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","ALIANZA SUR","",,0,"SOLANAS","FERNANDO EZEQUIEL","IMIZCOZ","CARLOS",11920,,0.59022,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","CORRIENTE PATRIA LIBRE","",,0,"TUMINI","HUMBERTO","REYNA","JORGE",2001,,0.09908,,2019582,2067104,81.69629,2530230
"CAPITAL FEDERAL",1995,101,2,"AR07","AR-C","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","MST",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",4508,,0.22321,,2019582,2067104,81.69629,2530230
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",268000,,,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",26151,,,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE UNIDAD TRABAJADORA - OBRERO","FUT-PO",,0,"ALTAMIRA","JORGE","MOLLE","NORMA",16356,,0.24785,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE DEL PAIS SOLIDARIO","FREPASO",,0,"BORDON","JOSE OCTAVIO","ALVAREZ","CARLOS",1965708,,29.7877,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO - PARTIDO DE LOS TRABAJADORES SOCIALISTAS","MAS-PTS",,0,"CHRISTIANSEN","ALCIDES","MONTES","JOSE",15166,,0.22982,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",916912,,13.89459,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,0,"MAZZITELLI","MARIO","FONSECA","ALBERTO",23379,,0.35428,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,0,"MENDEZ","LIA","AMBROSIO","LILIANA",12776,,0.1936,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",3419089,,51.81177,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE PARA LA COINCIDENCIA PATRIOTICA","",,0,"ONGANIA","JUAN CARLOS","PAZ","RICARDO",2023,,0.03066,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,0,"RICO","ALDO","FERNANDEZ PEZZANO","JULIO",153779,,2.33032,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO DEMOCRATICO ANTIIMPERIALISTA","",,0,"SANTUCHO","AMILCAR","ANTOGNAZZI","IRMA",8571,,0.12988,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","ALIANZA SUR","",,0,"SOLANAS","FERNANDO EZEQUIEL","IMIZCOZ","CARLOS",31831,,0.48236,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","CORRIENTE PATRIA LIBRE","",,0,"TUMINI","HUMBERTO","REYNA","JORGE",8757,,0.1327,,6599059,6893210,83.95869,8210240
"BUENOS AIRES",1995,102,6,"AR01","AR-B","BUENOS AIRES",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","MST",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",24712,,0.37448,,6599059,6893210,83.95869,8210240
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",23313,,,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",405,,,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE UNIDAD TRABAJADORA - OBRERO","FUT-PO",,0,"ALTAMIRA","JORGE","MOLLE","NORMA",149,,0.12232,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE DEL PAIS SOLIDARIO","FREPASO",,0,"BORDON","JOSE OCTAVIO","ALVAREZ","CARLOS",19339,,15.87571,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO - PARTIDO DE LOS TRABAJADORES SOCIALISTAS - FRENTE OBRERO","MAS-PTS",,0,"CHRISTIANSEN","ALCIDES","MONTES","JOSE",56,,0.04597,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",37528,,30.80737,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,0,"MENDEZ","LIA","AMBROSIO","LILIANA",63,,0.05172,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",63701,,52.29323,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,0,"RICO","ALDO","FERNANDEZ PEZZANO","JULIO",498,,0.40882,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","ALIANZA SUR","",,0,"SOLANAS","FERNANDO EZEQUIEL","IMIZCOZ","CARLOS",302,,0.24792,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","CORRIENTE PATRIA LIBRE","",,0,"TUMINI","HUMBERTO","REYNA","JORGE",88,,0.07224,,121815,145533,83.03266,175272
"CATAMARCA",1995,103,10,"AR02","AR-K","NOA",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES","MST",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",91,,0.0747,,121815,145533,83.03266,175272
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",86414,,,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",11849,,,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","OBRERO","FUT-PO",,0,"ALTAMIRA","JORGE","MOLLE","NORMA",1712,,0.10952,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE DEL PAIS SOLIDARIO","FREPASO",,0,"BORDON","JOSE OCTAVIO","ALVAREZ","CARLOS",324746,,20.77406,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO - PARTIDO DE LOS TRABAJADORES SOCIALISTAS","MAS-PTS",,0,"CHRISTIANSEN","ALCIDES","MONTES","JOSE",1216,,0.07779,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","FEDERAL DE CORDOBA","",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",11258,,0.72018,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",11413,,0.73009,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"MASSACCESI","HORACIO","HERNANDEZ","ANTONIO MARIA",429048,,27.44628,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,0,"MAZZITELLI","MARIO","FONSECA","ALBERTO",1777,,0.11368,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,0,"MENDEZ","LIA","AMBROSIO","LILIANA",1722,,0.11016,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",684422,,43.78261,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,1,"MENEM","CARLOS SAUL","RUCKAUF","CARLOS FEDERICO",68282,,4.36801,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","SOLIDARIDAD","",,0,"NDA","NDA","NDA","NDA",147,,0.0094,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","FRENTE PARA LA COINCIDENCIA PATRIOTICA","",,0,"ONGANIA","JUAN CARLOS","PAZ","RICARDO",59,,0.00377,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,0,"RICO","ALDO","FERNANDEZ PEZZANO","JULIO",17856,,1.14225,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","MOVIMIENTO DEMOCRATICO ANTIIMPERIALISTA","",,0,"SANTUCHO","AMILCAR","ANTOGNAZZI","IRMA",37,,0.00237,,1563228,1661491,83.78086,1983139
"CORDOBA",1995,104,14,"AR05","AR-X","CENTRO",1995-05-14,"PRESIDENTIAL","FIRST","ALIANZA SUR","",,0,"SOLANAS","FERNANDO EZEQUIEL","IMIZCOZ","CARLOS",3066,,0.19613,,1563228,1661491,83.78086,1983139
